"TOA5","DanaFrkBug","CR800","15297","CR800.Std.11","CPU:DanaFk_downloaded_20210707.cr8","13686","T15min"
"TIMESTAMP","RECORD","BattV","Lvl_ft","Temp_C","Observed","Lvl_ft_corr","Offset"
"TS","RN","Volts","feet","deg C","","feet",""
"","","Smp","Smp","Smp","Smp","Smp","Smp"
"2023-08-08 15:30:00",302441,13.21,1.303,14.16,1,1.553,0.25
"2023-08-08 15:45:00",302442,13.22,1.24,14.34,1,1.489,0.25
"2023-08-08 16:00:00",302443,13.21,1.238,14.49,1,1.488,0.25
"2023-08-08 16:15:00",302444,13.22,1.236,14.63,1,1.486,0.25
"2023-08-08 16:30:00",302445,13.22,1.237,14.76,1,1.487,0.25
"2023-08-08 16:45:00",302446,13.18,1.231,14.86,1,1.481,0.25
"2023-08-08 17:00:00",302447,13.16,1.232,14.94,1,1.481,0.25
"2023-08-08 17:15:00",302448,13.17,1.23,14.99,1,1.48,0.25
"2023-08-08 17:30:00",302449,13.21,1.229,15.03,1,1.478,0.25
"2023-08-08 17:45:00",302450,13.22,1.227,15.04,1,1.476,0.25
"2023-08-08 18:00:00",302451,13.15,1.228,15.04,1,1.478,0.25
"2023-08-08 18:15:00",302452,12.99,1.226,15.02,1,1.476,0.25
"2023-08-08 18:30:00",302453,12.92,1.228,15,1,1.478,0.25
"2023-08-08 18:45:00",302454,12.87,1.227,14.96,1,1.476,0.25
"2023-08-08 19:00:00",302455,12.83,1.228,14.93,1,1.478,0.25
"2023-08-08 19:15:00",302456,12.8,1.226,14.9,1,1.475,0.25
"2023-08-08 19:30:00",302457,12.78,1.228,14.86,1,1.478,0.25
"2023-08-08 19:45:00",302458,12.76,1.226,14.83,1,1.476,0.25
"2023-08-08 20:00:00",302459,12.75,1.228,14.78,1,1.477,0.25
"2023-08-08 20:15:00",302460,12.74,1.229,14.73,1,1.478,0.25
"2023-08-08 20:30:00",302461,12.73,1.23,14.67,1,1.479,0.25
"2023-08-08 20:45:00",302462,12.72,1.231,14.6,1,1.481,0.25
"2023-08-08 21:00:00",302463,12.71,1.232,14.53,1,1.482,0.25
"2023-08-08 21:15:00",302464,12.7,1.234,14.45,1,1.484,0.25
"2023-08-08 21:30:00",302465,12.7,1.233,14.36,1,1.482,0.25
"2023-08-08 21:45:00",302466,12.69,1.237,14.27,1,1.487,0.25
"2023-08-08 22:00:00",302467,12.68,1.239,14.17,1,1.488,0.25
"2023-08-08 22:15:00",302468,12.67,1.242,14.06,1,1.492,0.25
"2023-08-08 22:30:00",302469,12.66,1.242,13.94,1,1.492,0.25
"2023-08-08 22:45:00",302470,12.65,1.246,13.81,1,1.495,0.25
"2023-08-08 23:00:00",302471,12.64,1.245,13.68,1,1.494,0.25
"2023-08-08 23:15:00",302472,12.63,1.25,13.54,1,1.5,0.25
"2023-08-08 23:30:00",302473,12.63,1.25,13.4,1,1.5,0.25
"2023-08-08 23:45:00",302474,12.62,1.253,13.25,1,1.503,0.25
"2023-08-09 00:00:00",302475,12.61,1.254,13.11,1,1.503,0.25
"2023-08-09 00:15:00",302476,12.6,1.253,12.96,1,1.503,0.25
"2023-08-09 00:30:00",302477,12.6,1.254,12.81,1,1.504,0.25
"2023-08-09 00:45:00",302478,12.59,1.256,12.66,1,1.506,0.25
"2023-08-09 01:00:00",302479,12.59,1.254,12.51,1,1.504,0.25
"2023-08-09 01:15:00",302480,12.58,1.254,12.36,1,1.504,0.25
"2023-08-09 01:30:00",302481,12.57,1.256,12.21,1,1.505,0.25
"2023-08-09 01:45:00",302482,12.56,1.26,12.05,1,1.51,0.25
"2023-08-09 02:00:00",302483,12.56,1.257,11.9,1,1.507,0.25
"2023-08-09 02:15:00",302484,12.55,1.26,11.75,1,1.51,0.25
"2023-08-09 02:30:00",302485,12.55,1.258,11.59,1,1.508,0.25
"2023-08-09 02:45:00",302486,12.54,1.255,11.44,1,1.505,0.25
"2023-08-09 03:00:00",302487,12.54,1.255,11.29,1,1.505,0.25
"2023-08-09 03:15:00",302488,12.53,1.26,11.14,1,1.51,0.25
"2023-08-09 03:30:00",302489,12.53,1.258,10.99,1,1.508,0.25
"2023-08-09 03:45:00",302490,12.53,1.26,10.84,1,1.51,0.25
"2023-08-09 04:00:00",302491,12.53,1.258,10.68,1,1.507,0.25
"2023-08-09 04:15:00",302492,12.52,1.257,10.53,1,1.507,0.25
"2023-08-09 04:30:00",302493,12.51,1.254,10.38,1,1.504,0.25
"2023-08-09 04:45:00",302494,12.51,1.253,10.24,1,1.503,0.25
"2023-08-09 05:00:00",302495,12.51,1.258,10.09,1,1.507,0.25
"2023-08-09 05:15:00",302496,12.51,1.255,9.95,1,1.505,0.25
"2023-08-09 05:30:00",302497,12.5,1.256,9.8,1,1.506,0.25
"2023-08-09 05:45:00",302498,12.5,1.257,9.66,1,1.507,0.25
"2023-08-09 06:00:00",302499,12.5,1.252,9.51,1,1.501,0.25
"2023-08-09 06:15:00",302500,12.49,1.258,9.36,1,1.508,0.25
"2023-08-09 06:30:00",302501,12.49,1.254,9.22,1,1.504,0.25
"2023-08-09 06:45:00",302502,12.49,1.253,9.08,1,1.503,0.25
"2023-08-09 07:00:00",302503,12.49,1.251,8.94,1,1.501,0.25
"2023-08-09 07:15:00",302504,12.48,1.253,8.81,1,1.503,0.25
"2023-08-09 07:30:00",302505,12.48,1.247,8.69,1,1.497,0.25
"2023-08-09 07:45:00",302506,12.49,1.252,8.57,1,1.501,0.25
"2023-08-09 08:00:00",302507,12.53,1.248,8.48,1,1.497,0.25
"2023-08-09 08:15:00",302508,12.57,1.251,8.4,1,1.501,0.25
"2023-08-09 08:30:00",302509,12.61,1.25,8.35,1,1.5,0.25
"2023-08-09 08:45:00",302510,12.67,1.25,8.31,1,1.5,0.25
"2023-08-09 09:00:00",302511,12.76,1.251,8.3,1,1.5,0.25
"2023-08-09 09:15:00",302512,12.89,1.25,8.3,1,1.5,0.25
"2023-08-09 09:30:00",302513,13.01,1.251,8.34,1,1.501,0.25
"2023-08-09 09:45:00",302514,13.12,1.249,8.4,1,1.498,0.25
"2023-08-09 10:00:00",302515,13.2,1.247,8.49,1,1.497,0.25
"2023-08-09 10:15:00",302516,13.28,1.245,8.58,1,1.495,0.25
"2023-08-09 10:30:00",302517,13.34,1.249,8.69,1,1.499,0.25
"2023-08-09 10:45:00",302518,13.37,1.247,8.83,1,1.497,0.25
"2023-08-09 11:00:00",302519,13.36,1.247,8.99,1,1.497,0.25
"2023-08-09 11:15:00",302520,13.35,1.246,9.17,1,1.496,0.25
"2023-08-09 11:30:00",302521,13.35,1.243,9.36,1,1.493,0.25
"2023-08-09 11:45:00",302522,13.34,1.244,9.58,1,1.493,0.25
"2023-08-09 12:00:00",302523,13.33,1.243,9.82,1,1.492,0.25
"2023-08-09 12:15:00",302524,13.31,1.235,10.08,1,1.485,0.25
"2023-08-09 12:30:00",302525,13.3,1.24,10.37,1,1.489,0.25
"2023-08-09 12:45:00",302526,13.27,1.244,10.66,1,1.493,0.25
"2023-08-09 13:00:00",302527,13.27,1.238,10.97,1,1.487,0.25
"2023-08-09 13:15:00",302528,13.27,1.237,11.3,1,1.486,0.25
"2023-08-09 13:30:00",302529,13.27,1.232,11.62,1,1.482,0.25
"2023-08-09 13:45:00",302530,13.27,1.232,11.95,1,1.481,0.25
"2023-08-09 14:00:00",302531,13.27,1.229,12.28,1,1.479,0.25
"2023-08-09 14:15:00",302532,13.26,1.229,12.59,1,1.479,0.25
"2023-08-09 14:30:00",302533,13.25,1.222,12.9,1,1.472,0.25
"2023-08-09 14:45:00",302534,13.23,1.226,13.18,1,1.476,0.25
"2023-08-09 15:00:00",302535,13.21,1.219,13.44,1,1.469,0.25
"2023-08-09 15:15:00",302536,13.21,1.218,13.68,1,1.468,0.25
"2023-08-09 15:30:00",302537,13.22,1.214,13.89,1,1.464,0.25
"2023-08-09 15:45:00",302538,13.22,1.212,14.09,1,1.462,0.25
"2023-08-09 16:00:00",302539,13.21,1.21,14.26,1,1.459,0.25
"2023-08-09 16:15:00",302540,13.22,1.213,14.41,1,1.463,0.25
"2023-08-09 16:30:00",302541,13.22,1.21,14.52,1,1.459,0.25
"2023-08-09 16:45:00",302542,13.2,1.208,14.62,1,1.458,0.25
"2023-08-09 17:00:00",302543,13.17,1.21,14.69,1,1.46,0.25
"2023-08-09 17:15:00",302544,13.18,1.207,14.73,1,1.457,0.25
"2023-08-09 17:30:00",302545,13.22,1.205,14.76,1,1.454,0.25
"2023-08-09 17:45:00",302546,13.23,1.201,14.77,1,1.45,0.25
"2023-08-09 18:00:00",302547,13.21,1.201,14.76,1,1.451,0.25
"2023-08-09 18:15:00",302548,13.01,1.203,14.72,1,1.453,0.25
"2023-08-09 18:30:00",302549,12.93,1.199,14.68,1,1.449,0.25
"2023-08-09 18:45:00",302550,12.87,1.198,14.64,1,1.447,0.25
"2023-08-09 19:00:00",302551,12.83,1.199,14.6,1,1.449,0.25
"2023-08-09 19:15:00",302552,12.8,1.2,14.55,1,1.449,0.25
"2023-08-09 19:30:00",302553,12.78,1.201,14.5,1,1.451,0.25
"2023-08-09 19:45:00",302554,12.77,1.198,14.45,1,1.448,0.25
"2023-08-09 20:00:00",302555,12.75,1.198,14.39,1,1.447,0.25
"2023-08-09 20:15:00",302556,12.74,1.196,14.33,1,1.445,0.25
"2023-08-09 20:30:00",302557,12.73,1.201,14.26,1,1.451,0.25
"2023-08-09 20:45:00",302558,12.72,1.197,14.18,1,1.447,0.25
"2023-08-09 21:00:00",302559,12.7,1.203,14.1,1,1.453,0.25
"2023-08-09 21:15:00",302560,12.7,1.201,14.01,1,1.451,0.25
"2023-08-09 21:30:00",302561,12.69,1.205,13.92,1,1.454,0.25
"2023-08-09 21:45:00",302562,12.68,1.202,13.82,1,1.452,0.25
"2023-08-09 22:00:00",302563,12.67,1.209,13.72,1,1.458,0.25
"2023-08-09 22:15:00",302564,12.66,1.209,13.61,1,1.459,0.25
"2023-08-09 22:30:00",302565,12.65,1.207,13.49,1,1.456,0.25
"2023-08-09 22:45:00",302566,12.64,1.212,13.37,1,1.462,0.25
"2023-08-09 23:00:00",302567,12.64,1.208,13.25,1,1.457,0.25
"2023-08-09 23:15:00",302568,12.63,1.209,13.12,1,1.458,0.25
"2023-08-09 23:30:00",302569,12.62,1.211,12.98,1,1.461,0.25
"2023-08-09 23:45:00",302570,12.62,1.214,12.84,1,1.463,0.25
"2023-08-10 00:00:00",302571,12.61,1.215,12.7,1,1.465,0.25
"2023-08-10 00:15:00",302572,12.6,1.214,12.56,1,1.464,0.25
"2023-08-10 00:30:00",302573,12.59,1.216,12.41,1,1.465,0.25
"2023-08-10 00:45:00",302574,12.59,1.217,12.27,1,1.466,0.25
"2023-08-10 01:00:00",302575,12.58,1.219,12.12,1,1.469,0.25
"2023-08-10 01:15:00",302576,12.58,1.219,11.98,1,1.468,0.25
"2023-08-10 01:30:00",302577,12.56,1.219,11.83,1,1.469,0.25
"2023-08-10 01:45:00",302578,12.56,1.22,11.69,1,1.47,0.25
"2023-08-10 02:00:00",302579,12.55,1.221,11.55,1,1.471,0.25
"2023-08-10 02:15:00",302580,12.55,1.218,11.4,1,1.468,0.25
"2023-08-10 02:30:00",302581,12.54,1.223,11.27,1,1.473,0.25
"2023-08-10 02:45:00",302582,12.54,1.219,11.13,1,1.468,0.25
"2023-08-10 03:00:00",302583,12.54,1.225,10.99,1,1.474,0.25
"2023-08-10 03:15:00",302584,12.54,1.221,10.86,1,1.47,0.25
"2023-08-10 03:30:00",302585,12.53,1.219,10.72,1,1.469,0.25
"2023-08-10 03:45:00",302586,12.52,1.221,10.6,1,1.471,0.25
"2023-08-10 04:00:00",302587,12.51,1.221,10.47,1,1.471,0.25
"2023-08-10 04:15:00",302588,12.51,1.224,10.34,1,1.474,0.25
"2023-08-10 04:30:00",302589,12.51,1.22,10.21,1,1.469,0.25
"2023-08-10 04:45:00",302590,12.51,1.221,10.08,1,1.471,0.25
"2023-08-10 05:00:00",302591,12.51,1.222,9.95,1,1.472,0.25
"2023-08-10 05:15:00",302592,12.5,1.221,9.83,1,1.471,0.25
"2023-08-10 05:30:00",302593,12.5,1.222,9.71,1,1.472,0.25
"2023-08-10 05:45:00",302594,12.5,1.221,9.58,1,1.471,0.25
"2023-08-10 06:00:00",302595,12.49,1.219,9.46,1,1.468,0.25
"2023-08-10 06:15:00",302596,12.49,1.216,9.35,1,1.465,0.25
"2023-08-10 06:30:00",302597,12.49,1.216,9.24,1,1.466,0.25
"2023-08-10 06:45:00",302598,12.49,1.22,9.13,1,1.47,0.25
"2023-08-10 07:00:00",302599,12.49,1.217,9.02,1,1.466,0.25
"2023-08-10 07:15:00",302600,12.49,1.215,8.92,1,1.465,0.25
"2023-08-10 07:30:00",302601,12.49,1.219,8.83,1,1.469,0.25
"2023-08-10 07:45:00",302602,12.49,1.217,8.75,1,1.467,0.25
"2023-08-10 08:00:00",302603,12.52,1.214,8.68,1,1.464,0.25
"2023-08-10 08:15:00",302604,12.55,1.218,8.63,1,1.468,0.25
"2023-08-10 08:30:00",302605,12.59,1.217,8.6,1,1.467,0.25
"2023-08-10 08:45:00",302606,12.64,1.217,8.59,1,1.467,0.25
"2023-08-10 09:00:00",302607,12.72,1.216,8.59,1,1.466,0.25
"2023-08-10 09:15:00",302608,12.83,1.216,8.62,1,1.466,0.25
"2023-08-10 09:30:00",302609,12.95,1.215,8.67,1,1.465,0.25
"2023-08-10 09:45:00",302610,13.05,1.219,8.74,1,1.468,0.25
"2023-08-10 10:00:00",302611,13.12,1.214,8.84,1,1.463,0.25
"2023-08-10 10:15:00",302612,13.18,1.216,8.94,1,1.465,0.25
"2023-08-10 10:30:00",302613,13.24,1.212,9.06,1,1.462,0.25
"2023-08-10 10:45:00",302614,13.3,1.213,9.2,1,1.463,0.25
"2023-08-10 11:00:00",302615,13.34,1.217,9.37,1,1.466,0.25
"2023-08-10 11:15:00",302616,13.35,1.212,9.55,1,1.462,0.25
"2023-08-10 11:30:00",302617,13.34,1.208,9.76,1,1.458,0.25
"2023-08-10 11:45:00",302618,13.34,1.213,9.99,1,1.463,0.25
"2023-08-10 12:00:00",302619,13.33,1.214,10.24,1,1.464,0.25
"2023-08-10 12:15:00",302620,13.31,1.212,10.51,1,1.462,0.25
"2023-08-10 12:30:00",302621,13.3,1.209,10.8,1,1.458,0.25
"2023-08-10 12:45:00",302622,13.28,1.21,11.1,1,1.46,0.25
"2023-08-10 13:00:00",302623,13.28,1.204,11.42,1,1.453,0.25
"2023-08-10 13:15:00",302624,13.27,1.202,11.74,1,1.452,0.25
"2023-08-10 13:30:00",302625,13.28,1.202,12.07,1,1.452,0.25
"2023-08-10 13:45:00",302626,13.28,1.201,12.39,1,1.451,0.25
"2023-08-10 14:00:00",302627,13.27,1.203,12.72,1,1.452,0.25
"2023-08-10 14:15:00",302628,13.27,1.196,13.04,1,1.446,0.25
"2023-08-10 14:30:00",302629,13.26,1.195,13.35,1,1.444,0.25
"2023-08-10 14:45:00",302630,13.24,1.191,13.65,1,1.441,0.25
"2023-08-10 15:00:00",302631,13.22,1.186,13.93,1,1.435,0.25
"2023-08-10 15:15:00",302632,13.21,1.194,14.19,1,1.444,0.25
"2023-08-10 15:30:00",302633,13.22,1.19,14.42,1,1.44,0.25
"2023-08-10 15:45:00",302634,13.22,1.189,14.61,1,1.438,0.25
"2023-08-10 16:00:00",302635,13.22,1.184,14.74,1,1.434,0.25
"2023-08-10 16:15:00",302636,13.23,1.185,14.84,1,1.434,0.25
"2023-08-10 16:30:00",302637,13.24,1.181,14.91,1,1.431,0.25
"2023-08-10 16:45:00",302638,13.25,1.185,14.91,1,1.435,0.25
"2023-08-10 17:00:00",302639,13.23,1.182,14.9,1,1.431,0.25
"2023-08-10 17:15:00",302640,13.16,1.182,14.89,1,1.431,0.25
"2023-08-10 17:30:00",302641,13.26,1.181,14.86,1,1.431,0.25
"2023-08-10 17:45:00",302642,13.27,1.18,14.8,1,1.43,0.25
"2023-08-10 18:00:00",302643,13.13,1.182,14.72,1,1.432,0.25
"2023-08-10 18:15:00",302644,13,1.183,14.62,1,1.433,0.25
"2023-08-10 18:30:00",302645,12.92,1.183,14.5,1,1.432,0.25
"2023-08-10 18:45:00",302646,12.87,1.183,14.38,1,1.432,0.25
"2023-08-10 19:00:00",302647,12.83,1.181,14.26,1,1.431,0.25
"2023-08-10 19:15:00",302648,12.8,1.183,14.16,1,1.433,0.25
"2023-08-10 19:30:00",302649,12.78,1.179,14.08,1,1.429,0.25
"2023-08-10 19:45:00",302650,12.76,1.181,14,1,1.431,0.25
"2023-08-10 20:00:00",302651,12.74,1.184,13.92,1,1.434,0.25
"2023-08-10 20:15:00",302652,12.73,1.18,13.83,1,1.429,0.25
"2023-08-10 20:30:00",302653,12.72,1.182,13.75,1,1.432,0.25
"2023-08-10 20:45:00",302654,12.71,1.181,13.66,1,1.43,0.25
"2023-08-10 21:00:00",302655,12.71,1.185,13.58,1,1.434,0.25
"2023-08-10 21:15:00",302656,12.7,1.184,13.49,1,1.434,0.25
"2023-08-10 21:30:00",302657,12.69,1.183,13.4,1,1.432,0.25
"2023-08-10 21:45:00",302658,12.68,1.184,13.32,1,1.433,0.25
"2023-08-10 22:00:00",302659,12.68,1.189,13.23,1,1.438,0.25
"2023-08-10 22:15:00",302660,12.67,1.184,13.13,1,1.434,0.25
"2023-08-10 22:30:00",302661,12.66,1.19,13.04,1,1.439,0.25
"2023-08-10 22:45:00",302662,12.65,1.189,12.96,1,1.439,0.25
"2023-08-10 23:00:00",302663,12.65,1.187,12.87,1,1.437,0.25
"2023-08-10 23:15:00",302664,12.64,1.186,12.78,1,1.436,0.25
"2023-08-10 23:30:00",302665,12.63,1.187,12.69,1,1.437,0.25
"2023-08-10 23:45:00",302666,12.63,1.193,12.59,1,1.443,0.25
"2023-08-11 00:00:00",302667,12.62,1.191,12.48,1,1.44,0.25
"2023-08-11 00:15:00",302668,12.61,1.187,12.38,1,1.437,0.25
"2023-08-11 00:30:00",302669,12.6,1.191,12.27,1,1.441,0.25
"2023-08-11 00:45:00",302670,12.59,1.19,12.16,1,1.44,0.25
"2023-08-11 01:00:00",302671,12.59,1.19,12.05,1,1.44,0.25
"2023-08-11 01:15:00",302672,12.59,1.192,11.94,1,1.442,0.25
"2023-08-11 01:30:00",302673,12.58,1.189,11.83,1,1.438,0.25
"2023-08-11 01:45:00",302674,12.58,1.191,11.73,1,1.44,0.25
"2023-08-11 02:00:00",302675,12.57,1.194,11.62,1,1.444,0.25
"2023-08-11 02:15:00",302676,12.56,1.19,11.52,1,1.439,0.25
"2023-08-11 02:30:00",302677,12.55,1.198,11.43,1,1.448,0.25
"2023-08-11 02:45:00",302678,12.55,1.195,11.33,1,1.445,0.25
"2023-08-11 03:00:00",302679,12.55,1.194,11.24,1,1.443,0.25
"2023-08-11 03:15:00",302680,12.54,1.197,11.14,1,1.446,0.25
"2023-08-11 03:30:00",302681,12.54,1.199,11.05,1,1.449,0.25
"2023-08-11 03:45:00",302682,12.54,1.197,10.96,1,1.446,0.25
"2023-08-11 04:00:00",302683,12.53,1.195,10.87,1,1.444,0.25
"2023-08-11 04:15:00",302684,12.53,1.194,10.78,1,1.443,0.25
"2023-08-11 04:30:00",302685,12.53,1.196,10.69,1,1.446,0.25
"2023-08-11 04:45:00",302686,12.53,1.198,10.61,1,1.447,0.25
"2023-08-11 05:00:00",302687,12.52,1.198,10.52,1,1.448,0.25
"2023-08-11 05:15:00",302688,12.52,1.197,10.44,1,1.447,0.25
"2023-08-11 05:30:00",302689,12.52,1.198,10.36,1,1.447,0.25
"2023-08-11 05:45:00",302690,12.52,1.197,10.28,1,1.447,0.25
"2023-08-11 06:00:00",302691,12.51,1.194,10.2,1,1.443,0.25
"2023-08-11 06:15:00",302692,12.51,1.194,10.13,1,1.444,0.25
"2023-08-11 06:30:00",302693,12.51,1.196,10.06,1,1.445,0.25
"2023-08-11 06:45:00",302694,12.51,1.194,10,1,1.444,0.25
"2023-08-11 07:00:00",302695,12.51,1.192,9.95,1,1.442,0.25
